,symbol,price_init,pred_price,pred_pct,obs_price,obs_pct,highest_price,highest_pct,highest_pct_day,bool,Open0,High0,Low0,Close0,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4,Open5,High5,Low5,Close5,Open6,High6,Low6,Close6,Open7,High7,Low7,Close7,Open8,High8,Low8,Close8
480,HBI,9.170000076293945,9.278950775957192,1.1881210333345893,9.470000267028809,3.271539675451217,9.470000267028809,3.271539675451217,0,True,9.3100004196167,9.479999542236328,9.25,9.470000267028809,9.15999984741211,9.270000457763672,8.75,8.819999694824219,8.8100004196167,8.819999694824219,8.600000381469727,8.6899995803833,8.75,8.979999542236328,8.609999656677246,8.640000343322754,8.470000267028809,8.65999984741211,8.399999618530273,8.4399995803833,8.369999885559082,8.760000228881836,8.369999885559082,8.539999961853027,8.420000076293945,8.460000038146973,8.100000381469727,8.140000343322754,8.220000267028809,8.420000076293945,8.0600004196167,8.0600004196167,8.09000015258789,8.109999656677246,7.920000076293945,8.0
