,symbol,price_init,pred_price,pred_pct,obs_price,obs_pct,highest_price,highest_pct,highest_pct_day,bool,Open0,High0,Low0,Close0,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4,Open5,High5,Low5,Close5,Open6,High6,Low6,Close6
108,AVXL,9.40999984741211,9.621729924808726,2.250053993941823,9.619999885559082,2.2316688794073234,9.619999885559082,2.2316688794073234,0,True,9.449999809265137,9.869999885559082,9.3100004196167,9.619999885559082,9.5,9.680000305175781,9.260000228881836,9.510000228881836,9.34000015258789,9.399999618530273,8.970000267028809,9.25,9.130000114440918,9.319999694824219,8.899999618530273,9.079999923706055,8.979999542236328,9.270000457763672,8.960000038146973,9.199999809265137,9.579999923706055,9.680000305175781,9.164999961853027,9.199999809265137,9.119999885559082,9.510000228881836,8.899999618530273,9.34000015258789
250,CNK,13.359999656677246,13.467037901375372,0.8011844868920313,13.930000305175781,4.266472029538207,13.930000305175781,4.266472029538207,0,True,13.34000015258789,13.970000267028809,12.979999542236328,13.930000305175781,13.899999618530273,14.140000343322754,13.680000305175781,13.8100004196167,13.579999923706055,13.760000228881836,13.380000114440918,13.569999694824219,13.430000305175781,13.729999542236328,13.319999694824219,13.40999984741211,13.260000228881836,13.369999885559082,13.029999732971191,13.0600004196167,13.020000457763672,13.100000381469727,12.5600004196167,12.569999694824219,12.600000381469727,12.640000343322754,12.220000267028809,12.5
409,FLGT,43.36000061035156,43.47310913988086,0.26085915114654973,42.79999923706055,-1.2915160641333652,42.79999923706055,-1.2915160641333652,0,False,43.11000061035156,43.689998626708984,42.599998474121094,42.79999923706055,42.61000061035156,43.470001220703125,40.790000915527344,41.189998626708984,41.040000915527344,41.91999816894531,40.702999114990234,41.84000015258789,41.5,41.619998931884766,40.64400100708008,41.45000076293945,41.18000030517578,41.279998779296875,39.70500183105469,39.75,39.9900016784668,40.939998626708984,38.66999816894531,38.72999954223633,38.45000076293945,38.60499954223633,37.81999969482422,38.22999954223633
470,GSK,31.6299991607666,31.674427083458532,0.14046134641393662,31.200000762939453,-1.3594638293905246,31.200000762939453,-1.3594638293905246,0,False,31.440000534057617,31.56999969482422,31.049999237060547,31.200000762939453,31.100000381469727,31.389999389648438,30.950000762939453,31.020000457763672,30.760000228881836,30.969999313354492,30.489999771118164,30.829999923706055,30.65999984741211,30.860000610351562,30.530000686645508,30.780000686645508,30.559999465942383,30.6200008392334,30.260000228881836,30.489999771118164,30.34000015258789,30.360000610351562,29.729999542236328,29.770000457763672,29.559999465942383,30.15999984741211,29.540000915527344,30.010000228881836
1014,UEIC,21.010000228881836,21.24814545298523,1.1334851095147689,21.139999389648438,0.6187489735858998,21.139999389648438,0.6187489735858998,0,True,21.139999389648438,21.15999984741211,20.489999771118164,21.139999389648438,21.139999389648438,21.479999542236328,19.399999618530273,19.530000686645508,19.3799991607666,19.790000915527344,18.59000015258789,19.579999923706055,19.299999237060547,19.90999984741211,19.270000457763672,19.75,19.420000076293945,19.809999465942383,19.110000610351562,19.280000686645508,19.389999389648438,19.489999771118164,18.81999969482422,18.8799991607666,18.940000534057617,19.149999618530273,18.18000030517578,19.010000228881836
