,symbol,price_init,pred_price,pred_pct,obs_price,obs_pct,highest_price,highest_pct,highest_pct_day,bool,Open0,High0,Low0,Close0,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4,Open5,High5,Low5,Close5,Open6,High6,Low6,Close6,Open7,High7,Low7,Close7,Open8,High8,Low8,Close8,Open9,High9,Low9,Close9
61,AMLX,8.779999732971191,8.778616331932742,-0.015756276543541625,8.739999771118164,-0.4555804449835806,9.020000457763672,2.7334935317960785,1,True,8.579999923706055,8.989999771118164,8.569999694824219,8.739999771118164,8.729999542236328,9.119999885559082,8.5649995803833,9.020000457763672,9.140000343322754,9.170000076293945,8.279999732971191,8.699999809265137,8.84000015258789,8.84000015258789,8.220000267028809,8.420000076293945,8.359999656677246,8.5,8.13700008392334,8.449999809265137,8.539999961853027,8.850000381469727,8.430000305175781,8.569999694824219,8.520000457763672,8.520000457763672,7.829999923706055,7.840000152587891,7.920000076293945,8.850000381469727,7.644999980926514,8.779999732971191,8.899999618530273,9.489999771118164,8.619999885559082,8.890000343322754,8.989999771118164,9.0,8.40999984741211,8.550000190734863
247,CMPR,45.560001373291016,46.78027810374674,2.6783948500297794,43.66999816894531,-4.148382676418649,45.81999969482422,0.5706723303253101,7,True,44.560001373291016,45.72999954223633,43.220001220703125,43.66999816894531,43.130001068115234,44.63999938964844,43.02000045776367,43.75,44.56999969482422,45.06999969482422,42.0,43.86000061035156,44.68000030517578,44.68000030517578,42.709999084472656,43.529998779296875,43.099998474121094,43.099998474121094,41.20000076293945,42.7400016784668,42.22999954223633,43.75,41.630001068115234,43.13999938964844,43.7400016784668,45.77000045776367,43.7400016784668,44.119998931884766,44.58000183105469,46.13999938964844,44.58000183105469,45.81999969482422,45.22999954223633,45.90999984741211,43.119998931884766,43.58000183105469,43.61000061035156,44.220001220703125,42.43000030517578,42.630001068115234
400,FELE,71.68000030517578,72.50624934974606,1.1526911845041108,70.66999816894531,-1.4090431528047018,74.37999725341797,3.7667367979171584,9,True,70.58000183105469,74.0999984741211,69.91000366210938,70.66999816894531,69.87999725341797,71.7300033569336,69.75,70.75,71.08999633789062,71.23999786376953,68.69000244140625,70.44999694824219,71.16000366210938,71.37999725341797,70.0,70.68000030517578,70.37999725341797,70.86000061035156,69.02999877929688,70.5999984741211,70.44999694824219,72.25,69.87999725341797,71.80000305175781,72.52999877929688,73.45999908447266,72.37000274658203,72.66000366210938,73.05000305175781,74.44000244140625,73.05000305175781,74.02999877929688,73.56999969482422,74.41999816894531,72.23999786376953,73.72000122070312,74.29000091552734,74.8499984741211,73.20999908447266,74.37999725341797
551,ISHG,71.13999938964844,71.1445506596818,0.006397624504364078,70.72000122070312,-0.5903825872205818,72.36000061035156,1.7149300410039745,7,True,70.97000122070312,71.0199966430664,70.72000122070312,70.72000122070312,71.36000061035156,71.61000061035156,71.36000061035156,71.47000122070312,71.30000305175781,71.3499984741211,71.05000305175781,71.27999877929688,71.9000015258789,71.98999786376953,71.83000183105469,71.98999786376953,72.25,72.29000091552734,72.06999969482422,72.18000030517578,72.0,72.08999633789062,71.80999755859375,72.0199966430664,71.63999938964844,72.26000213623047,71.63999938964844,72.23999786376953,72.33999633789062,72.41999816894531,72.33999633789062,72.36000061035156,72.1500015258789,72.2300033569336,72.0,72.22000122070312,72.05999755859375,72.05999755859375,71.58999633789062,71.66000366210938
699,NKTR,3.940000057220459,4.000160644308836,1.5269184318443434,3.799999952316284,-3.5533021033238334,3.9100000858306885,-0.7614205825909177,1,False,3.8299999237060547,3.9800000190734863,3.7300000190734863,3.799999952316284,3.799999952316284,3.9700000286102295,3.75,3.9100000858306885,3.940000057220459,4.070000171661377,3.700000047683716,3.880000114440918,3.9000000953674316,3.9200000762939453,3.549999952316284,3.569999933242798,3.5399999618530273,3.549999952316284,3.299999952316284,3.390000104904175,3.4000000953674316,3.5,3.309999942779541,3.4600000381469727,3.4700000286102295,3.5999999046325684,3.4200000762939453,3.4600000381469727,3.450000047683716,3.5899999141693115,3.3499999046325684,3.5399999618530273,3.5,3.700000047683716,3.390000104904175,3.4800000190734863,3.4700000286102295,3.7200000286102295,3.4200000762939453,3.549999952316284
818,PVH,69.25,69.91073286180101,0.9541268762469388,65.4800033569336,-5.444038473742103,71.11000061035156,2.6859214589914258,9,True,67.04000091552734,69.0,65.30000305175781,65.4800033569336,64.41999816894531,65.93000030517578,63.709999084472656,64.48999786376953,65.80000305175781,65.80000305175781,62.209999084472656,64.87000274658203,65.37000274658203,66.02999877929688,63.52000045776367,64.20999908447266,62.97999954223633,62.97999954223633,60.349998474121094,62.279998779296875,61.310001373291016,66.2699966430664,61.22999954223633,65.72000122070312,67.26000213623047,70.5999984741211,67.26000213623047,69.9800033569336,69.80000305175781,70.86000061035156,69.68000030517578,70.76000213623047,70.36000061035156,71.70999908447266,69.02999877929688,70.87000274658203,72.37000274658203,74.37000274658203,70.05000305175781,71.11000061035156
906,SKOR,47.91299819946289,47.940631006953694,0.05767288320335251,47.935001373291016,0.04592318296702138,48.73099899291992,1.7072627975641925,7,True,47.83000183105469,47.96500015258789,47.83000183105469,47.935001373291016,48.108001708984375,48.16999816894531,48.02000045776367,48.04800033569336,48.08000183105469,48.119998931884766,48.04999923706055,48.11000061035156,48.08000183105469,48.119998931884766,47.9900016784668,48.025001525878906,48.209999084472656,48.34000015258789,48.209999084472656,48.34000015258789,48.459999084472656,48.54999923706055,48.439998626708984,48.525001525878906,48.68000030517578,48.68000030517578,48.560001373291016,48.61399841308594,48.689998626708984,48.7599983215332,48.66999816894531,48.73099899291992,48.54999923706055,48.55500030517578,48.43000030517578,48.494998931884766,48.459999084472656,48.459999084472656,48.189998626708984,48.22999954223633
964,TCBI,54.02000045776367,54.22222546502267,0.3743521020832069,52.33000183105469,-3.1284683679896204,56.529998779296875,4.646424102672272,8,True,53.209999084472656,53.84000015258789,52.02000045776367,52.33000183105469,51.47999954223633,52.290000915527344,50.630001068115234,51.38999938964844,52.189998626708984,52.349998474121094,50.09000015258789,51.150001525878906,52.36000061035156,52.79999923706055,51.459999084472656,52.06999969482422,51.869998931884766,52.209999084472656,50.349998474121094,51.31999969482422,51.33000183105469,53.13999938964844,50.900001525878906,52.91999816894531,53.349998474121094,55.02000045776367,52.88999938964844,54.869998931884766,54.689998626708984,56.66999816894531,54.689998626708984,56.4900016784668,56.09000015258789,56.68000030517578,55.18000030517578,56.529998779296875,56.7400016784668,56.970001220703125,55.040000915527344,55.63999938964844
1030,UUUU,6.519999980926514,6.557281582284921,0.5718037034888177,5.880000114440918,-9.815948901193854,6.639999866485596,1.8404890477013416,7,True,6.440000057220459,6.53000020980835,5.760000228881836,5.880000114440918,5.820000171661377,6.190000057220459,5.809999942779541,6.010000228881836,6.130000114440918,6.230000019073486,5.809999942779541,6.059999942779541,6.130000114440918,6.320000171661377,5.940000057220459,6.320000171661377,6.230000019073486,6.230000019073486,5.929999828338623,6.119999885559082,6.039999961853027,6.269999980926514,5.989999771118164,6.25,6.25,6.559999942779541,6.199999809265137,6.5,6.699999809265137,6.75,6.46999979019165,6.639999866485596,6.710000038146973,6.869999885559082,6.300000190734863,6.409999847412109,6.409999847412109,6.519999980926514,6.110000133514404,6.130000114440918
1026,UPS,183.13999938964844,183.74105228632428,0.32819313021675595,172.22999572753906,-5.957193239308287,182.52999877929688,-0.3330788535462021,7,False,179.47999572753906,180.13999938964844,171.52000427246094,172.22999572753906,170.16000366210938,171.2100067138672,165.33999633789062,167.38999938964844,169.19000244140625,171.2100067138672,166.55999755859375,171.0399932861328,172.69000244140625,174.66000366210938,171.4499969482422,174.38999938964844,172.7899932861328,174.72999572753906,170.3699951171875,174.11000061035156,171.8699951171875,175.05999755859375,171.11000061035156,173.86000061035156,175.49000549316406,180.02999877929688,175.49000549316406,178.3800048828125,178.64999389648438,182.5500030517578,178.5800018310547,182.52999877929688,180.1699981689453,184.61000061035156,178.69000244140625,182.25,182.24000549316406,183.99000549316406,179.35000610351562,180.22999572753906
