,symbol,price_init,pred_price,pred_pct,obs_price,obs_pct,highest_price,highest_pct,highest_pct_day,bool,Open0,High0,Low0,Close0,Open1,High1,Low1,Close1,Open2,High2,Low2,Close2,Open3,High3,Low3,Close3,Open4,High4,Low4,Close4,Open5,High5,Low5,Close5,Open6,High6,Low6,Close6,Open7,High7,Low7,Close7
482,HEAR,8.619999885559082,8.726616838046375,1.236855613721138,8.109999656677246,-5.916476051655516,8.149999618530273,-5.452439365065316,1,False,8.260000228881836,8.430000305175781,7.991000175476074,8.109999656677246,8.109999656677246,8.279999732971191,8.0,8.149999618530273,8.09000015258789,8.279999732971191,7.869999885559082,7.940000057220459,7.849999904632568,8.050000190734863,7.559999942779541,7.940000057220459,7.769999980926514,8.09000015258789,7.670000076293945,8.079999923706055,7.940000057220459,7.940000057220459,7.710000038146973,7.71999979019165,7.760000228881836,8.15999984741211,7.619999885559082,7.75,7.710000038146973,7.920000076293945,7.539999961853027,7.650000095367432
